_;id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
2876;4360762;Beautiful home in heart of Neukölln;12837915;Rosa;Neukölln;Reuterstraße;52.48726128714952;13.426883636590278;Entire home/apt;70;1;2;23/10/2014;0.04;1;0
2877;4360816;Sunny 2+1- Room Apartment in Center West.;22637356;Irene;Tempelhof - Schöneberg;Schöneberg-Nord;52.49528720822654;13.359311909573792;Entire home/apt;70;2;77;30/10/2018;1.58;1;14
2883;4367882;Great Loft /  Prenzlauer Berg;1203242;Philip;Pankow;Prenzlauer Berg Nord;52.54636449045635;13.424599480948023;Entire home/apt;110;7;0;;;1;0
2887;4376944;SPACIOUS • 85 m (Website hidden by Airbnb) Wall Memorial & Reichstag;11502578;Andrea;Mitte;Brunnenstr. Süd;52.529660448175136;13.390076016828171;Entire home/apt;80;1;215;01/11/2018;5.34;4;227
2890;4381268;Sophisticated Appartement. Zentral und Ruhig;21713929;Christina;Charlottenburg-Wilm.;Volkspark Wilmersdorf;52.48845745474562;13.33587187988219;Entire home/apt;107;20;4;23/05/2018;0.09;1;302
2892;4384843;1 R APARTMENT// HEART of Neukölln;22764487;Blla;Neukölln;Reuterstraße;52.48844950062492;13.438398248109111;Entire home/apt;70;1;32;21/10/2018;0.75;1;0
2893;4385494;once upon a time;22767895;Fabio;Pankow;Prenzlauer Berg Nord;52.55159162753888;13.420189559380598;Entire home/apt;135;5;0;;;1;159
2894;4385733;Roomy flat in the heart of Berlin;22768367;Martin;Pankow;Prenzlauer Berg Nordwest;52.54948525346099;13.412156850315894;Entire home/apt;75;2;33;08/09/2018;0.69;1;4
2898;4387741;Stylish & Tranquil;7249597;Daniel;Neukölln;Rixdorf;52.48461210644714;13.453495133277274;Entire home/apt;80;1;45;01/10/2018;0.98;1;300
2899;4389356;Luxus Hausboot an privater Steganlage im Trebelsee;4846527;Esther;Steglitz - Zehlendorf;Zehlendorf  Südwest;52.413376617453785;13.15158903372688;Entire home/apt;250;2;0;;;1;173
2903;4391754;Spacious (120m²) typical old Berlin;22798878;Thomas;Mitte;Brunnenstr. Süd;52.5320597992711;13.396548749094029;Entire home/apt;69;3;4;07/04/2015;0.08;2;0
2904;4392003;cute bedroom in Berlin;14933166;Desiree;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Süd;52.51199168061444;13.446413422943088;Private room;90;1;3;31/08/2015;0.07;1;0
2908;4401036;Sunny Attic Artist Studio;12670142;Maansi;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.511279866857954;13.46769032272981;Private room;115;3;9;02/05/2017;0.19;1;284
2911;4405884;125 square m.bright flat+ balcony;9361293;Monika;Mitte;Moabit Ost;52.53245761253604;13.349884042960136;Entire home/apt;94;4;14;17/10/2018;0.29;1;132
2917;4414300;Spacious and quiet Neukölln w/ view;7848239;Amani;Neukölln;Schillerpromenade;52.46392706646016;13.433581126927413;Entire home/apt;130;14;5;10/09/2015;0.1;1;31
2920;4415891;Charming Apartment in the Heart of Berlin Mitte;22921132;Tatjana;Mitte;Brunnenstr. Nord;52.53842639825388;13.396209914266873;Private room;71;7;2;01/10/2018;0.67;1;358
2925;4424125;1Room Beautiful Flat with Balcony;22693048;Saido;Charlottenburg-Wilm.;Düsseldorfer Straße;52.49757084379444;13.335719525705104;Entire home/apt;75;28;88;18/10/2018;1.81;1;110
2927;4426246;Easily accessible,best neighborhood;20326983;Michaela;Steglitz - Zehlendorf;Teltower Damm;52.43687152645001;13.272834160280675;Private room;75;14;27;19/08/2017;0.55;1;83
2929;4435646;Beautiful, light 60m2 apartment;16033428;Ben;Neukölln;Reuterstraße;52.481409514785575;13.437057694508503;Entire home/apt;70;5;9;12/09/2016;0.19;1;0
2931;4442111;Neukölln aus der Vogelperspektive;20060686;Rosa;Neukölln;Schillerpromenade;52.47632437910551;13.423962514501453;Entire home/apt;100;4;6;03/01/2018;0.15;1;0
2932;4446421;Luxury Artist Loft YES WOW MUSEUM BERLIN;23075162;Mikki;Mitte;Tiergarten Süd;52.50149233979501;13.360648510525069;Entire home/apt;280;3;107;03/11/2018;2.25;1;335
2933;4448981;Exclusive Penthouse in City Center;23042311;Maria;Mitte;Alexanderplatz;52.5230812282705;13.386067493493558;Entire home/apt;170;3;106;24/10/2018;2.26;5;326
2938;4460490;Spacious (120m²) typical old Berlin;22798878;Thomas;Mitte;Brunnenstr. Süd;52.53335146862126;13.397322986350323;Entire home/apt;69;3;0;;;2;0
2944;4465998;New! Stylish Two-Room with Balcony;22926348;Sanna And Justin;Neukölln;Rixdorf;52.48105844100363;13.438690466879375;Entire home/apt;79;3;8;28/11/2016;0.16;1;23
2946;4466694;#1 Location in Berlin-Center/ QUIET + MANY SIGHTS!;21781675;Jacob;Mitte;Alexanderplatz;52.52950969313349;13.400378318998722;Entire home/apt;118;3;48;06/05/2017;1.05;1;0
2947;4467613;Luxury Mitte Rooftop w SunnyTerrace;22755563;Marcin;Mitte;Brunnenstr. Süd;52.53422794506683;13.390985609464035;Entire home/apt;380;3;26;02/01/2017;0.53;1;252
2949;4468728;Bright flat with studio booth;23185095;Roman;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50354804448069;13.417343465685486;Private room;80;1;1;04/04/2016;0.03;1;0
2950;4469523;Stylische Wohnung am Kudamm !;5495775;Regina;Charlottenburg-Wilm.;Neue Kantstraße;52.50235175562921;13.299863833137566;Entire home/apt;99;1;29;14/10/2018;0.69;1;355
2955;4479672;generous apartment Kreuzberg;8465421;Katharina;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.48909868064897;13.40648864411584;Entire home/apt;70;7;2;22/09/2017;0.04;1;26
2957;4482357;Modern Luxury Apartment;23257042;Dietrich;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.49536993004285;13.471219032521883;Entire home/apt;180;7;1;05/01/2015;0.02;1;279
2959;4487295;beste Lage Berlins;23281364;Johannes;Charlottenburg-Wilm.;Kurfürstendamm;52.50068689494578;13.333882285347974;Private room;80;1;0;;;1;0
2960;4488193;Great 3 rooms flat in Berlin;17763296;Mathilde;Treptow - Köpenick;Alt  Treptow;52.49153054780201;13.448470530486;Entire home/apt;70;5;2;12/07/2015;0.04;1;0
2966;4505069;Lovely trendy family apartment;23363890;Stefanie;Pankow;Pankow Süd;52.560849196375074;13.416514766489202;Entire home/apt;75;4;3;19/05/2015;0.06;1;0
2967;4505713;Cozy 110sqm, 4 rooms for family;5115316;Sissy;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49048238314246;13.42120224554662;Entire home/apt;130;6;7;30/07/2018;0.15;1;310
2970;4508183;Fantastic view in a superlocation;23379693;Annamaria & David;Mitte;Alexanderplatz;52.50719804698097;13.417028946124493;Entire home/apt;90;3;199;04/11/2018;4.26;2;46
2971;4508666;Big and bright apartment;3962944;Lisa;Pankow;Prenzlauer Berg Südwest;52.53684752998487;13.41072028781502;Entire home/apt;120;27;3;02/06/2018;0.25;1;0
2973;4510311;Sunny flat near Checkpoint Charlie;23379693;Annamaria & David;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.50741160819556;13.400410314228152;Entire home/apt;100;3;201;04/11/2018;4.13;2;39
2974;4513473;cozy apartment for 2 - 4 guests / 1 family;6400609;Kirstin;Pankow;Prenzlauer Berg Südwest;52.530729371928366;13.408303308933892;Entire home/apt;90;5;45;31/08/2018;0.96;1;2
2981;4534251;Nice cozy apartment for 2-4 persons;10380577;Ksenia;Pankow;Buchholz;52.60610922772559;13.417086035210083;Entire home/apt;80;1;4;03/01/2016;0.09;1;0
2982;4535511;Live over the roofs of Berlin;22981747;Prof. Dr. Thomas;Tempelhof - Schöneberg;Schöneberg-Süd;52.48775272503309;13.340968160825584;Entire home/apt;199;4;41;06/09/2018;0.88;1;311
2983;4535676;Spacious and quiet 95m2 3 room apt;23518564;David;Tempelhof - Schöneberg;Schöneberg-Nord;52.49570875413937;13.362125991988734;Entire home/apt;80;7;1;11/01/2015;0.02;1;0
2986;4543706;3 rooms Apartment with Cleaner!;14496460;Nailya;Tempelhof - Schöneberg;Tempelhof;52.48132985423242;13.385234700428358;Entire home/apt;85;1;5;01/06/2015;0.1;1;0
2990;4547206;Bright Sunny Central Kreuzberg  | Family friendly;23576017;Sonja;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49618152684286;13.446070654540476;Entire home/apt;70;4;4;21/08/2016;0.09;1;0
2992;4552063;Gross (150 qm), ruhig und Top Lage;734807;Olivier;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50049961020648;13.432896288523246;Entire home/apt;125;3;19;08/08/2018;0.45;1;145
2994;4556404;Lovely home with big kitchen;71913;Jennifer;Mitte;Moabit Ost;52.53276403013756;13.346191105146188;Entire home/apt;115;3;26;20/09/2018;0.55;1;0
3004;4577355;Cottage/Gartenhaus;23728686;Meino;Steglitz - Zehlendorf;Teltower Damm;52.42123457045195;13.228395844511814;Entire home/apt;95;3;80;04/11/2018;1.83;1;264
3005;4578940;Beautiful light flooded Apartment;13018042;Vanessa;Neukölln;Neuköllner Mitte/Zentrum;52.47346236173428;13.42995971042921;Entire home/apt;80;7;1;26/10/2015;0.03;1;0
3018;4604780;Ruhig im Grünen-schnell in der City;23822141;Jens & Annette;Pankow;Blankenfelde/Niederschönhausen;52.58837027170387;13.42359500032933;Entire home/apt;100;2;32;22/09/2018;0.75;1;353
3021;4619320;Bundesplatz stunning appartment;23927964;Bon Hi;Charlottenburg-Wilm.;Volkspark Wilmersdorf;52.4778861017648;13.327494164722092;Entire home/apt;160;3;0;;;1;0
3032;4636280;Living in the heart of Berlin;23042311;Maria;Mitte;Alexanderplatz;52.52363285552986;13.38561728148227;Entire home/apt;90;4;107;15/10/2018;2.28;5;311
3034;4643340;Heart of Berlin Mitte • Brandenburger Gate • 6 P;11502578;Andrea;Mitte;Brunnenstr. Süd;52.52870147621525;13.389815220248984;Entire home/apt;70;1;170;03/11/2018;4.91;4;227
3035;4643359;Wall Museum Memorial • Main Station • 65 m2 • 6 P;11502578;Andrea;Mitte;Brunnenstr. Süd;52.52982677398465;13.388584912682504;Entire home/apt;69;1;171;04/11/2018;3.74;4;277
3042;4648475;Feel like home in 66m²;14071145;Juli Grace;Lichtenberg;Alt-Hohenschönhausen Süd;52.54202496426979;13.494769753014804;Entire home/apt;70;1;28;02/01/2018;0.6;2;326
3049;4658675;Beautiful & super central apt;651608;Clara;Mitte;Alexanderplatz;52.52471473588313;13.400324822402988;Entire home/apt;100;5;11;04/02/2017;0.24;1;0
3056;4666624;Centrally located apt in Schöneberg;7692124;Maximilian;Tempelhof - Schöneberg;Schöneberg-Süd;52.49067410247457;13.338793062836306;Entire home/apt;80;3;1;04/01/2015;0.02;1;0
3059;4668477;Spacious flat in Neukölln;24152045;Carolin;Neukölln;Reuterstraße;52.48643700911831;13.435161540832476;Entire home/apt;100;3;1;25/09/2016;0.04;1;0
3061;4674406;Cozy Apartment in Berlin;3279823;Ayelén;Lichtenberg;Neu Lichtenberg;52.508171111812345;13.498947272119022;Entire home/apt;80;3;1;03/01/2015;0.02;1;0
3065;4679124;Stylish and spacious apartment;3099670;Marius;Mitte;Wedding Zentrum;52.55144463986229;13.3598336156607;Entire home/apt;68;3;14;23/07/2018;0.3;3;34
3068;4682639;BIG flat in Berlin with 2rooms 80qm;24194564;Christian;Mitte;Wedding Zentrum;52.549301131803865;13.369227482081673;Entire home/apt;95;4;2;05/01/2016;0.04;1;0
3071;4684922;Cosy Studio flat between Mitte and Kreuzberg;8507199;Verena;Mitte;Alexanderplatz;52.512114229555074;13.417560048650282;Entire home/apt;90;2;7;01/05/2018;0.42;1;0
3073;4687417;130m² Penthouse Apartment;20505065;Michael;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.50946076237656;13.456599203870514;Entire home/apt;180;5;2;16/01/2015;0.04;1;0
3074;4687580;Central & Quiet Studio in Safe Neighborhood;4667374;Hannes;Pankow;Helmholtzplatz;52.544989977389605;13.42055072377924;Entire home/apt;75;4;103;29/10/2018;2.2;1;11
3075;4687797;Nice Flat in Berlin Friedrichshain;21051350;Dennis;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.52282885814181;13.453568558334544;Entire home/apt;120;1;1;26/05/2015;0.02;1;0
3077;4690035;family appartment in berlin Mitte;17667350;Sophie;Mitte;Brunnenstr. Süd;52.530800374076144;13.391095641057824;Entire home/apt;100;5;3;31/10/2017;0.08;2;0
3078;4693680;Lovely room in prenzlauerberg;3157340;Barbara;Pankow;Prenzlauer Berg Nord;52.54851598912257;13.423349148571624;Private room;70;3;24;05/08/2018;0.51;1;357
3081;4697914;Berlin by the canal;1178113;Hannah;Neukölln;Reuterstraße;52.49260449778386;13.426245232350386;Entire home/apt;73;4;8;02/01/2017;0.22;1;0
3083;4702615;F. Léger apartment cozy light airy;24309980;Maurizio;Charlottenburg-Wilm.;Volkspark Wilmersdorf;52.48847942386997;13.328092674007296;Entire home/apt;70;5;25;17/10/2018;0.59;1;231
3085;4703662;Artist's Cool & Cosy 2BDR Apartment;24284251;Takis;Pankow;Prenzlauer Berg Südwest;52.53534432060052;13.409682300735996;Entire home/apt;99;5;4;06/03/2017;0.12;1;0
3088;4704142;2 floors cozy bright apartment;4720523;Antonio;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.52402080538653;13.45337494423787;Entire home/apt;119;1;3;06/09/2015;0.06;1;0
3091;4706844;Cozy flat/room near Friedrichshain;4265820;Liz And Hanna;Lichtenberg;Rummelsburger Bucht;52.500119038229805;13.479428508893156;Entire home/apt;76;3;7;13/03/2018;0.15;1;0
3092;4708656;Modern Apartment in MITTE/Center;23042311;Maria;Mitte;Alexanderplatz;52.52442210993747;13.385876370627596;Entire home/apt;110;3;102;20/10/2018;2.17;5;315
3096;4717014;Arthaus Berlin;24369574;Arthaus;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49373348601284;13.383212466401504;Entire home/apt;100;2;66;22/10/2018;2.04;1;352
3099;4718513;Penthouse in Neukölln;24375621;Stefano;Neukölln;Neuköllner Mitte/Zentrum;52.46715580542522;13.432633052082432;Entire home/apt;115;3;12;23/09/2018;0.26;2;0
3103;4725318;moderne Wohnung mit Garten in Berlins Zentrum;24405032;Maxie;Treptow - Köpenick;Alt  Treptow;52.48900852745208;13.453230137382558;Entire home/apt;100;3;5;11/08/2018;0.13;1;0
3105;4726241;Spacious Renovated Central Flat;10617873;Andrew;Pankow;Prenzlauer Berg Südwest;52.53179497175033;13.41038983792106;Entire home/apt;156;1;2;05/01/2016;0.04;1;0
3107;4732203;Penthouse in the Heart of Berlin;1590208;Jon;Mitte;Brunnenstr. Süd;52.537985809172206;13.399406973487352;Entire home/apt;220;9;17;30/09/2018;0.43;1;323
3109;4733901;Family Flat in Mitte;24442000;Justine;Mitte;Brunnenstr. Süd;52.5350148334818;13.395486344418924;Entire home/apt;250;3;2;03/01/2016;0.04;1;0
3115;4739680;Tolle Altbauwohnung mitten im Kiez;3143953;Max Und Katinka;Pankow;Prenzlauer Berg Süd;52.5418161687768;13.42574655624558;Entire home/apt;70;4;1;21/06/2015;0.02;1;0
3122;4748491;Modern, art apartment Berlin Mitte;24507087;Marcus;Mitte;Alexanderplatz;52.5279259065834;13.396492578694652;Entire home/apt;68;4;52;24/10/2018;1.11;3;318
3129;4755394;Calm Oasis Between PrenzlBerg Mitte;2029943;Meesun;Mitte;Brunnenstr. Süd;52.53788452314949;13.400945681740271;Entire home/apt;180;5;15;15/10/2018;0.36;1;262
3133;4761642;Dream flat with balcony near Mauerpark;996941;Birgit;Mitte;Brunnenstr. Süd;52.538589882871705;13.402354909646082;Entire home/apt;195;5;26;07/10/2018;0.65;1;56
3135;4763242;Loft in Berlin Kreuzberg;22944848;Katharina;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.50299834661811;13.41209939271696;Entire home/apt;115;3;7;11/06/2018;0.18;1;0
3143;4775863;Beautiful Flat and Great Location;15263813;David;Pankow;Prenzlauer Berg Nordwest;52.54881573978546;13.402387636553104;Entire home/apt;200;1;1;01/01/2015;0.02;1;0
3145;4779038;Gorgeous apartment in central Friedrichshain;24645340;Katherina;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52.52299610377086;13.439919404024982;Entire home/apt;75;4;6;06/10/2018;0.13;1;0
3146;4779331;Unique, stylish flat in Mitte;5640504;Marianne;Mitte;Brunnenstr. Süd;52.530643594153815;13.405237194287585;Entire home/apt;142;6;58;29/08/2018;1.28;1;255
3148;4780387;Huge, sunny Kreuzberg flat;3553399;Verena;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.499366245693096;13.428777792865551;Private room;83;2;4;08/03/2016;0.11;1;0
3157;4788380;Large Family-Friendly Apt. in Berlin-Kreuzberg!;2602121;Scot;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49827564315352;13.42846379940748;Entire home/apt;95;7;6;02/08/2018;0.27;1;0
3158;4791382;ABSOLUTE CENTRAL lockated apARTment;23575756;Birgit;Mitte;Alexanderplatz;52.52392503163704;13.391826901893086;Entire home/apt;120;3;96;22/10/2018;2.09;1;304
3162;4793644;Homey apartment in Berlin;17186581;Lisa;Mitte;Alexanderplatz;52.52857784793563;13.384178672861372;Entire home/apt;80;30;41;02/10/2018;0.9;1;280
3164;4797177;Central, lovely Berlin flat;27859;Ashtyn;Pankow;Helmholtzplatz;52.54766582743763;13.416390898748308;Entire home/apt;80;14;0;;;1;0
3166;4797676;Modern city apartment in Mitte;24442278;Stephan;Mitte;Alexanderplatz;52.52837502640948;13.405963328922525;Entire home/apt;69;1;7;29/01/2017;0.15;1;309
3169;4799860;Attic Oasis in Kreuzberg;9231443;Tim;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49394813681353;13.393715486295733;Entire home/apt;101;2;27;30/07/2017;0.57;1;0
3171;4800857;Cosy flat in Prenzlauer Berg;13189569;Alina;Pankow;Prenzlauer Berg Nordwest;52.54834131460208;13.405365276442208;Entire home/apt;90;1;0;;;1;0
3190;4819036;Make yourself at home;24434072;Sebastian;Pankow;Prenzlauer Berg Südwest;52.53283048948676;13.414757970743818;Entire home/apt;70;7;8;15/08/2017;0.17;1;0
3192;4819610;160sqm loft overlooking Berlin;24820271;Matthias;Neukölln;Neuköllner Mitte/Zentrum;52.46928998795502;13.437716552816289;Entire home/apt;400;3;3;02/01/2017;0.06;1;0
3198;4823516;Central Cosy 60 sq.m Apartment;2176940;Ian;Pankow;Prenzlauer Berg Ost;52.52712007119939;13.448800048523909;Entire home/apt;75;5;8;31/03/2016;0.17;1;0
3199;4823591;68m² flat in beautiful old building;24838053;Vincent;Mitte;Wedding Zentrum;52.55490957028472;13.376741589855962;Entire home/apt;120;2;28;25/09/2017;0.75;1;33
3204;4830714;Charming Design Loft, Berlin Mitte;24507087;Marcus;Mitte;Alexanderplatz;52.52681493465068;13.397142851873197;Entire home/apt;130;3;64;30/10/2018;1.48;3;343
3205;4831110;2 rooms in the heart of Neukööln;24869521;Johannes;Neukölln;Reuterstraße;52.48156326834876;13.439226770324275;Entire home/apt;100;4;0;;;1;0
3207;4835264;storefront flat in Kreuzberg;24872997;Fotoflashfocusrewind;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50145209513038;13.44020249715565;Entire home/apt;125;1;1;02/01/2015;0.02;1;0
3218;4847553;family friendly flat berlin;24942482;Verena;Neukölln;Rixdorf;52.47113456296295;13.452205798243265;Private room;70;4;16;27/10/2018;0.41;1;0
3220;4851850;Beautiful romantic flat, best area, next to canal;2482726;Susanne;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49452349829606;13.415130742398269;Entire home/apt;68;18;15;10/07/2017;0.33;1;23
3222;4854438;Cozy bright and spacious appartment;1467409;Martin;Neukölln;Neuköllner Mitte/Zentrum;52.4822683812526;13.427841416381238;Entire home/apt;100;1;0;;;1;0
3223;4854453;Premium apartment in Berlin center;5497851;Alexander;Mitte;Moabit Ost;52.5217912191374;13.345304755661024;Entire home/apt;79;14;8;19/09/2018;0.17;1;0
3229;4864695;Cozy flat close to Alexanderplatz;25021999;Franzi;Pankow;Helmholtzplatz;52.543681557831;13.422463672543325;Entire home/apt;95;1;20;04/05/2016;0.48;1;0
3232;4867715;Central located flat near Bellevue;13284476;Jan;Mitte;Moabit Ost;52.52144051287407;13.35565169754795;Entire home/apt;69;2;26;13/11/2016;0.57;2;0
3238;4876801;Gorgeous Prenzlauer Berg Apartment;24793985;Andres;Pankow;Prenzlauer Berg Südwest;52.53231830771785;13.410108605896504;Entire home/apt;90;2;23;29/05/2017;1.05;1;1
3245;4882696;Bright apartment, central location;23245207;Nina;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.50508903566285;13.400385996091632;Entire home/apt;90;7;11;15/09/2018;0.25;1;0
3250;4884695;Room for 2 in Prenzlauer Berg;25130250;Markusmüller;Pankow;Prenzlauer Berg Süd;52.53250049935544;13.438926814959649;Private room;100;1;0;;;1;0
3252;4885565;Altbauwohnung in ruhiger Lage;9258798;Christoph;Tempelhof - Schöneberg;Friedenau;52.47200224198306;13.329586396747516;Entire home/apt;95;1;1;27/01/2015;0.02;1;0
3254;4889706;Apartment for 6 in Kreuzberg!;2086503;Christian;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.502531735487175;13.421126541440552;Entire home/apt;150;2;50;05/11/2018;1.07;1;333
3260;4901321;Flat in Prenzlauerberg for rent;25229702;L.;Pankow;Prenzlauer Berg Süd;52.53042472803519;13.426878820985593;Entire home/apt;500;1;0;;;1;0
3268;4912546;Sunny, central with green balcony;10573126;Nadja;Pankow;Prenzlauer Berg Nordwest;52.543433832034175;13.410488549141244;Entire home/apt;70;3;37;24/10/2018;0.81;1;16
3270;4913024;Modern, Central, Sunny, Spacious;25300361;Lars;Tempelhof - Schöneberg;Schöneberg-Nord;52.49561223174671;13.360030969569182;Entire home/apt;86;2;63;07/06/2018;1.62;1;0
3275;4923935;Top Appartment Kreuzkölln;12159598;Patrick;Neukölln;Reuterstraße;52.488117103507406;13.428192673552369;Entire home/apt;70;1;0;;;1;0
3281;4930385;Bright Neukölln Apartment;25398236;James;Neukölln;Reuterstraße;52.48537595267506;13.42902106856403;Entire home/apt;80;4;2;06/04/2015;0.04;1;0
3282;4931407;Design Studio in City-West;25404415;Hedda;Charlottenburg-Wilm.;Kantstraße;52.50907795601928;13.320328553609514;Private room;129;1;7;17/10/2018;0.17;1;365
3283;4932854;Pensionszimmer zur Jahreswende 2015;25413382;Sel;Reinickendorf;Ost 2;52.5651973557322;13.330764840374991;Shared room;150;2;0;;;1;0
3290;4952888;Modern and tranquil 2BR duplex with sunny balcony;3317551;Fabian&Frederik;Tempelhof - Schöneberg;Schöneberg-Nord;52.49954733544951;13.357212918939382;Entire home/apt;99;13;9;23/08/2018;0.21;1;19
3292;4954597;Im Herzen von Prenzlauer Berg;25538842;Jan;Pankow;Helmholtzplatz;52.53964947586811;13.423526971416283;Entire home/apt;150;3;5;10/08/2018;0.13;1;151
3293;4957489;Large, very central appartment;9615498;Kathrin;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.50585057572858;13.46863279412158;Entire home/apt;70;26;0;;;1;0
3294;4961022;Familien- Silvester in Berlin;9229099;Lore;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.496348963852505;13.444285579249176;Entire home/apt;160;2;0;;;1;0
3297;4962997;Loft with Huge Terrace;12278490;Yulia;Mitte;Alexanderplatz;52.52792667576991;13.406562037293597;Entire home/apt;160;3;90;20/10/2018;1.96;1;308
3301;4974718;cosy appartment;21691236;Mei;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49551291767548;13.42856194529456;Entire home/apt;85;2;61;30/10/2018;1.34;1;296
3303;4976777;Rooftop Apartment in Friedrichshain;17662985;Fabian;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.51898190696592;13.465929826377792;Entire home/apt;68;1;0;;;1;0
3307;4984525;Beautiful Apartment in Berlin Mitte;16949559;Adriano;Mitte;Alexanderplatz;52.52636118308786;13.407628036578831;Entire home/apt;70;2;10;02/05/2015;0.22;1;0
3308;4992427;Cozy studio in Neukölln;23495932;Carina;Neukölln;Neuköllner Mitte/Zentrum;52.46856782099856;13.437600760056782;Entire home/apt;80;3;2;26/09/2016;0.05;1;0
3310;4996633;sunny and spacious loft. top floor!;9440477;Frank;Mitte;Alexanderplatz;52.535681834899;13.375894882128522;Entire home/apt;78;31;32;21/10/2018;0.7;1;221
3311;4996809;BERLIN City Studio Appartement;8173396;Constanze;Mitte;Tiergarten Süd;52.50716586126705;13.345663009319834;Entire home/apt;69;3;56;13/10/2018;1.84;1;357
3312;4999999;Luxury loft: private or business trip/photoshoots;24493536;Julie;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.499408242077486;13.4252931532354;Entire home/apt;550;3;52;14/07/2018;1.19;1;83
3316;5008340;Beautiful 1 bedroom flat by trendy Bergmann Street;4696381;James;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.488260494597576;13.390674651527767;Entire home/apt;69;6;11;03/11/2018;0.71;1;150
3319;5017338;sunny & central roof-deck apartment;19097432;Sascha;Mitte;Parkviertel;52.54819834014592;13.352254516608044;Entire home/apt;75;7;2;13/08/2016;0.05;1;0
3326;5023455;2 Zimmer mit Blick über Berlin;25728760;Marko;Lichtenberg;Frankfurter Allee Süd;52.50814180371798;13.480536027914848;Entire home/apt;70;3;0;;;1;0
3330;5027836;Haus mit Garten im Zentrum;25949435;Sarah;Tempelhof - Schöneberg;Tempelhof;52.47751405896615;13.383142330572076;Entire home/apt;150;14;0;;;1;0
3331;5032741;Great Loft, 2 bedrooms & balcony!;1135888;Anna;Pankow;Prenzlauer Berg Süd;52.53139562811381;13.421920685833724;Entire home/apt;76;61;10;01/09/2015;0.23;7;67
3338;5043415;Cozy Kreuzberg apartment;2736587;Anna;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49018852932455;13.417083790118715;Entire home/apt;80;2;11;07/10/2016;0.27;1;0
3342;5058674;Gemütliche 2-Zimmerwohnung Neukölln;15131628;Maximiliane;Neukölln;Neuköllner Mitte/Zentrum;52.466630969919066;13.438871333060783;Entire home/apt;70;1;0;;;1;12
3343;5060152;Mitte-Apartment with roof terrace!;3062473;Robin;Mitte;Brunnenstr. Süd;52.53610351553859;13.405819181043896;Entire home/apt;99;2;0;;;3;348
3346;5069168;Familien gerechte Wohnung Berlin Mitte;26176799;Mirsad;Pankow;Prenzlauer Berg Südwest;52.52966336820446;13.41080032679047;Private room;80;3;0;;;1;14
3352;5081996;Bohemian mid-century 2room + balcony next to canal;13497257;Marius;Neukölln;Reuterstraße;52.49064027658875;13.436581686168363;Entire home/apt;190;4;35;31/10/2018;0.78;1;190
3353;5082170;Fe-Wo Seelöwe in berlin99de;2677541;Dimitri;Treptow - Köpenick;Schmöckwitz/Karolinenhof/Rauchfangswerder;52.347838387904936;13.643461070277365;Entire home/apt;99;1;4;19/10/2015;0.09;4;0
3354;5082765;Sunny apartment in Frankfurter Tor;4871507;Maria;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.51604461648542;13.45646599009732;Entire home/apt;90;185;0;;;2;234
3357;5089623;Schöne 2-Zimmer-Wohnung in Neukölln;26293809;Luzi;Neukölln;Reuterstraße;52.48416775187619;13.442542415788202;Entire home/apt;96;1;0;;;1;0
3361;5090528;Gorgeous Super Central Huge Clean;2686185;Paul;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.504295995346666;13.388267398224242;Entire home/apt;135;3;0;;;1;0
