_;id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
3363;5091645;PRIVET ROOM IN HUGE LOFT !!;23898137;Max;Neukölln;Reuterstraße;52.49396791351207;13.425610981449786;Private room;85;2;64;18/10/2018;1.49;1;362
3365;5097341;Modern, sunny 130 sqm 3-level  home;26339060;Terrie;Steglitz - Zehlendorf;Teltower Damm;52.414385812542605;13.259998257567696;Entire home/apt;119;5;19;29/07/2018;0.44;1;0
3373;5110211;Living next to the Landwehrkanal;26405024;Peter;Treptow - Köpenick;Alt  Treptow;52.49253172341584;13.445935578848855;Entire home/apt;130;6;15;14/08/2018;0.38;1;0
3374;5110873;Right in the middle & above;21761911;Iris;Mitte;Brunnenstr. Süd;52.52794904179584;13.387654469876136;Entire home/apt;130;21;0;;;1;0
3375;5110989;A Lovely Flat For Your Stay -);14839080;Pilee;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49741964951165;13.44067528652898;Entire home/apt;95;2;32;22/10/2018;0.99;2;33
3378;5115511;90sqm-next to Museum Is./Dom/Alex;22751450;Julian;Mitte;Alexanderplatz;52.51837749387272;13.403030356563338;Entire home/apt;139;2;98;08/10/2018;2.2;2;23
3379;5119872;cosy appartment with balcony (65m2);26460155;Luke;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.52278460851216;13.45340530780874;Entire home/apt;70;1;21;10/09/2018;0.48;1;68
3382;5123152;2 Zimmer nah am Ku'damm und Halensee;26478366;Helena;Charlottenburg-Wilm.;Grunewald;52.49427875188016;13.276007780082187;Private room;94;2;89;14/10/2018;2.25;4;280
3393;5157068;Wohnen im Rheingauviertel mit Rüdesheimer Platz;26670019;Dagmar;Charlottenburg-Wilm.;Wiesbadener Straße;52.47298391548825;13.316040424318007;Entire home/apt;99;7;3;18/10/2018;0.38;6;326
3396;5158546;Beautiful private room in pension;26670019;Dagmar;Charlottenburg-Wilm.;Wiesbadener Straße;52.47158054457638;13.315520561528745;Private room;72;1;32;10/10/2018;0.76;6;364
3398;5159946;Stunning view over Berlin's skyline;26685192;Hella;Mitte;Regierungsviertel;52.50843990638145;13.379617187126703;Private room;85;2;133;05/11/2018;2.92;1;85
3399;5161247;Big flat rooftop terrace Prenzlauer Berg Mauerpark;6940392;Marie;Pankow;Prenzlauer Berg Südwest;52.53891413189827;13.406868717798533;Entire home/apt;170;1;66;22/10/2018;1.51;2;0
3400;5161962;Modern Apartment in Berlin Mitte!;26697478;Anna;Mitte;Alexanderplatz;52.52565045878278;13.403270886071487;Entire home/apt;75;5;3;03/10/2017;0.07;1;347
3402;5166273;3-room top floor apartment in Berli;26721691;Sonja;Pankow;Pankow Süd;52.56773928376263;13.424167244600676;Entire home/apt;80;3;6;13/08/2018;0.19;1;0
3419;5197354;Architect's place: central & stylish in P' Berg!;26721954;Thomas+ Miriam;Pankow;Prenzlauer Berg Nordwest;52.55039821658599;13.412795575018349;Entire home/apt;75;7;60;06/11/2018;1.38;1;6
3427;5207103;Lovely Flat in Kreuzberg.;6268693;Andrea;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49594326854367;13.424108155673396;Entire home/apt;130;4;1;14/09/2016;0.04;1;0
3444;5236236;Berliner Zimmer, konferenzraum.;843520;Chun Mei;Tempelhof - Schöneberg;Schöneberg-Nord;52.49388234184487;13.351818959841104;Shared room;180;1;1;11/09/2016;0.04;1;365
3447;5239059;Bright, beautiful private apartment in Kreuzberg;11300610;Michael;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.498356524377655;13.42735645359058;Entire home/apt;110;5;3;02/04/2016;0.09;1;0
3462;5257342;Roomy and sunny studio;27067659;Danja;Neukölln;Rixdorf;52.48419403813031;13.448186451468356;Entire home/apt;80;3;4;11/07/2015;0.1;1;0
3463;5257762;Room in the middle of Neukölln;27213207;Till;Neukölln;Neuköllner Mitte/Zentrum;52.4688864415072;13.431084440106904;Private room;100;7;3;17/04/2018;0.12;1;0
3466;5259486;New! Central with private bath+carpark;27223086;Natthinee +  Roland;Mitte;Tiergarten Süd;52.50000214078658;13.370653596855943;Private room;75;2;61;27/10/2018;1.36;2;118
3471;5268024;Gegenüber Checkpoint Charlie;24413439;Anh Thu;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.5057867064035;13.390198540825686;Private room;88;2;7;11/09/2017;0.15;2;0
3478;5281256;Air conditioning 2-bedroom flat;27341594;Albert;Tempelhof - Schöneberg;Schöneberg-Nord;52.49120842386967;13.345382685441669;Entire home/apt;85;3;114;05/11/2018;2.68;1;224
3484;5289758;Nice apartement in Berlin Kreuzberg;4437174;David;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49707213614625;13.427936847677817;Entire home/apt;90;3;17;17/09/2018;0.53;1;0
3485;5291390;Sunny Family Duplex-Apartment;2320180;Antje;Pankow;Prenzlauer Berg Nordwest;52.55772205304884;13.407671521495889;Entire home/apt;150;5;0;;;1;0
3487;5292599;Nice apartment in central Berlin;18088228;Janet;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.51283382623936;13.458177968583572;Entire home/apt;89;5;22;06/08/2018;0.5;1;304
3495;5304881;Huge apartment in Kreuzberg;4640674;Emilia;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.50054700731473;13.386255335985757;Entire home/apt;99;4;11;19/08/2018;0.28;1;0
3498;5307538;Klein und Fein in Friedrichshain;623115;Sabine;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.50149526866301;13.453586482109394;Entire home/apt;75;2;5;30/09/2018;0.17;1;18
3499;5307582;Charming Apartment Berlin;10910242;Jasmin;Mitte;Brunnenstr. Süd;52.53747868692274;13.377468274615364;Entire home/apt;80;10;9;14/12/2015;0.2;1;364
3501;5307928;cozy flat, industry design, suitable for families+;1093787;Christian;Pankow;Prenzlauer Berg Nord;52.54968220687908;13.41902994107785;Entire home/apt;69;2;38;28/10/2018;0.89;1;166
3502;5312309;Beautiful Renovated 80sqm Flat;2446331;Stephan;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.5090136636758;13.459748188531265;Entire home/apt;105;3;25;19/10/2018;0.57;1;220
3504;5313598;Modern 3-room-apartment in Berlin;16507286;Carsten;Tempelhof - Schöneberg;Schöneberg-Süd;52.48684283436652;13.364499934759856;Entire home/apt;80;28;9;15/06/2018;0.3;1;352
3506;5315041;Delightful sunny room with bath;11623041;Jeannine;Tempelhof - Schöneberg;Tempelhof;52.4830383121294;13.3837790588522;Private room;75;2;26;18/09/2018;0.64;1;323
3507;5316425;Gemütliches Apartment Prenzl`Berg;27539735;Anna;Pankow;Prenzlauer Berg Südwest;52.53329644048029;13.419625337686403;Entire home/apt;80;1;2;02/03/2016;0.06;1;0
3512;5328362;Design apartment in Frankfurter Tor;4871507;Maria;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.5165504260962;13.459097982436488;Entire home/apt;75;185;0;;;2;364
3513;5330513;Artist-Flat ++East Berlin++;10188428;Valentina;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.519949215313495;13.46159494616474;Entire home/apt;80;4;57;27/09/2018;1.28;2;26
3518;5335939;atelier für film-und photoshootings;27651739;Wiesje;Charlottenburg-Wilm.;Kantstraße;52.5068283326667;13.32040974787625;Private room;550;1;0;;;1;364
3523;5340520;Apartment in a great area!;27675868;Christian;Tempelhof - Schöneberg;Schöneberg-Süd;52.48874523419553;13.354991691222972;Entire home/apt;75;3;18;03/10/2018;0.41;1;1
3524;5345352;top floor with panoramic view;1655550;Maja;Mitte;Moabit Ost;52.51593121813607;13.337800498111935;Entire home/apt;75;90;0;;;1;279
3525;5349786;In the heart of Prenzlberg;2348393;Sebastian;Pankow;Helmholtzplatz;52.54277764698833;13.424833469879568;Entire home/apt;75;2;4;10/05/2015;0.09;1;0
3530;5357018;long term: Penthouse Loft Kreuzberg;5998769;Vera;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49224526441638;13.4353321218445;Entire home/apt;120;20;5;01/04/2016;0.12;1;0
3531;5359079;Nice Flat in Kreuzberg Bergmannkiez;27780589;Oliver;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.48784361888429;13.387968950900062;Entire home/apt;69;3;1;03/01/2018;0.1;1;0
3534;5362104;Charming Loft / Private Garden center;27614583;Mathieu;Neukölln;Neuköllner Mitte/Zentrum;52.48030054609839;13.427091820149908;Entire home/apt;75;2;12;26/08/2018;0.27;1;0
3537;5363887;Large and beautiful designed home;3632087;Alma;Neukölln;Reuterstraße;52.484315359062;13.430459193286284;Entire home/apt;90;4;18;29/10/2018;0.43;2;312
3540;5369564;Luxury , wood and Atmosphere;261488;P. Charlotte;Charlottenburg-Wilm.;Barstraße;52.48249022886282;13.316460900048316;Entire home/apt;88;3;25;16/09/2018;0.59;2;39
3542;5372443;Cosy flat in Kreuzkölln, 70qm2;15189044;Teis;Neukölln;Reuterstraße;52.48711590508912;13.431477939441717;Entire home/apt;80;2;5;20/10/2015;0.11;1;0
3544;5377067;Tolle 134 qm Berlin-Schöneberg;10376390;Oliver;Tempelhof - Schöneberg;Schöneberg-Nord;52.49813545079039;13.348755730038404;Entire home/apt;149;1;4;08/02/2018;0.12;1;0
3547;5382653;Charming flat in Friedrichshain :);3253668;Annika;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.50912747022706;13.458826413043235;Entire home/apt;99;5;2;06/01/2016;0.05;1;0
3551;5389332;2-Zimmer-Whg mit Dachterasse;27937039;Ronald & Knut;Neukölln;Reuterstraße;52.49498986798204;13.421982443848911;Entire home/apt;100;1;4;25/04/2018;0.11;1;269
3553;5392688;FEWO 1384, Rosa-Luxemburg-Str,;27952946;Katrin;Mitte;Alexanderplatz;52.527986495436735;13.411445460280587;Entire home/apt;200;2;124;01/11/2018;2.87;12;34
3560;5400882;Lovely apartment in MITTE;27996959;Sandra;Mitte;Brunnenstr. Süd;52.53136954132343;13.40115473428362;Private room;75;2;11;17/09/2018;0.26;2;0
3568;5410909;See you in Berlin;28047273;Alice;Charlottenburg-Wilm.;Düsseldorfer Straße;52.49131901194488;13.317388756295845;Entire home/apt;69;3;61;02/11/2018;1.44;1;345
3574;5426613;Very nice 3-room apartment;28149199;Anders;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.51117203084397;13.456408933086893;Entire home/apt;116;3;72;05/11/2018;1.61;1;234
3581;5441219;Spacious 2-room flat in city centre;28157618;Ulrich;Mitte;Alexanderplatz;52.53546988676;13.377040442970204;Entire home/apt;75;1;2;30/04/2016;0.05;1;0
3582;5448528;Bohemian flat in central Berlin;685483;Adam;Mitte;Brunnenstr. Nord;52.545606158859975;13.375717688272028;Entire home/apt;105;2;4;18/02/2016;0.09;1;0
3584;5451224;Best view in Berlin;13180026;Rui;Mitte;Brunnenstr. Süd;52.53329426588718;13.400104615005908;Private room;105;3;0;;;1;0
3587;5456595;Pentouse Apartment Berlin;9426291;Brian;Charlottenburg-Wilm.;Volkspark Wilmersdorf;52.48826936237821;13.328362266589842;Entire home/apt;77;3;24;14/04/2017;0.55;1;0
3588;5460421;Beautiful Dahlem apt with garden!;12729605;Sarah;Steglitz - Zehlendorf;Drakestr.;52.44702456227739;13.298071501714547;Entire home/apt;90;4;0;;;1;0
3590;5466717;Spacious lofty Apartment;28352347;Claudia;Tempelhof - Schöneberg;Friedenau;52.47490676441561;13.337119967685886;Entire home/apt;150;6;3;30/07/2015;0.07;1;0
3600;5478827;3ROOMS, VERY Bright, Central, Comfy, with Balcony!;1322237;Honor;Pankow;Prenzlauer Berg Südwest;52.53854496346579;13.421313066253992;Entire home/apt;144;3;97;01/11/2018;2.2;3;104
3604;5492749;Kant Basik;783178;Raphael;Charlottenburg-Wilm.;Kantstraße;52.50748258448263;13.302770072479753;Entire home/apt;80;2;79;04/11/2018;1.81;2;324
3605;5494100;apartment21 Luxury Apartment Mitte;28489650;Carolin;Pankow;Prenzlauer Berg Südwest;52.531696284818224;13.407415680677593;Entire home/apt;191;1;168;30/10/2018;3.83;1;325
3608;5497059;Schöne, sonnige Wohnung in Berlin;28510370;Donald;Mitte;Brunnenstr. Nord;52.5481877929067;13.394959549659308;Entire home/apt;85;6;1;05/04/2015;0.02;1;0
3611;5501048;BIG Atelier Directly Subway U5 / from 4-9 persons;4065526;Heliodor Apartments / Michael;Lichtenberg;Alt-Lichtenberg;52.51390267938785;13.488910935796904;Entire home/apt;180;1;253;01/11/2018;6.0;6;305
3612;5501882;Luxury Flat with Amenities in Trendy P-Berg;10787910;Christine;Pankow;Helmholtzplatz;52.542940161957056;13.42428539166936;Entire home/apt;110;60;20;24/06/2018;0.47;1;362
3614;5502882;Große familienfreundliche Wohnung;28542067;Susanne;Treptow - Köpenick;Alt  Treptow;52.49217129319972;13.445235336701682;Entire home/apt;150;6;12;19/08/2018;0.27;1;0
3616;5503518;Sunny apartment Kreuzberg central;28544728;Benedikt;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49102551193244;13.421615461669878;Entire home/apt;70;4;8;21/04/2016;0.18;1;0
3622;5519851;Charming huge sunny space in center;1124543;Elli;Charlottenburg-Wilm.;Düsseldorfer Straße;52.49874683707409;13.326477510159688;Entire home/apt;160;8;18;13/03/2017;0.43;3;169
3625;5521914;Apartment am Schloss Charlottenburg;17552469;Ulrike;Charlottenburg-Wilm.;Schloß Charlottenburg;52.51654867710461;13.297931993494132;Entire home/apt;70;2;55;31/10/2018;1.37;1;284
3628;5528676;Cozy quiet apartment in green area;28672112;Franziska;Pankow;Pankow Zentrum;52.5637537103764;13.39806881764126;Entire home/apt;80;1;0;;;1;0
3631;5534005;Charming/Modern apartment in heart of Berlin;7115359;Thomas;Pankow;Prenzlauer Berg Südwest;52.54065217240149;13.408816402908457;Entire home/apt;75;4;25;13/04/2018;1.04;1;12
3646;5556158;In the heart of Berlin;9807430;Heike;Pankow;Prenzlauer Berg Südwest;52.53978527058395;13.407888035386506;Entire home/apt;79;3;150;04/11/2018;3.39;2;307
3650;5559213;4-room, open and light filled loft like apartment;5431184;Conrad;Mitte;Brunnenstr. Süd;52.531109689741776;13.398294214123284;Entire home/apt;155;91;12;05/05/2018;0.28;4;311
3662;5597946;Bright, airy apartment w/ balcony;337396;Mike;Neukölln;Schillerpromenade;52.477220258509576;13.421782878515655;Entire home/apt;88;5;10;06/07/2018;0.23;1;0
3668;5610797;Cosy in the center of East Berlin;22954791;Jutta;Mitte;Brunnenstr. Süd;52.531301956916565;13.396499730077178;Entire home/apt;135;1;0;;;1;0
3672;5612413;Berlin-ruhig-charmant -sonnig-Künstlerwohnung;4654308;Ute;Tempelhof - Schöneberg;Schöneberg-Süd;52.48857126494163;13.348697357976269;Entire home/apt;140;4;14;06/10/2018;0.51;2;138
3675;5615837;Rock`n`Roll for family and friends;5335487;Paul;Neukölln;Reuterstraße;52.49080718117765;13.428742755843622;Entire home/apt;69;7;3;23/08/2015;0.07;1;0
3676;5617618;cosy roof top terrace;24119729;Daniel;Spandau;Hakenfelde;52.56191553600005;13.211950017189697;Entire home/apt;149;1;7;08/06/2016;0.17;1;287
3678;5629520;Vaccation in the heart of Neukölln;29174696;Stefanie;Neukölln;Reuterstraße;52.48285365094106;13.441353694179847;Entire home/apt;77;1;12;16/08/2018;0.3;1;0
3679;5632897;Berlin Mitte - Hackesche Hoefe;1254352;Jana;Mitte;Alexanderplatz;52.52522718433723;13.4086597610173;Private room;68;1;57;26/10/2018;1.34;2;14
3682;5635407;Sunny Penthouse with 3 Terraces;3274889;Tally;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50349095137547;13.429808775476598;Entire home/apt;190;3;17;18/08/2018;0.43;1;0
3687;5639849;Apartment-two double bedrooms in trendy Neukölln;7743615;Andre;Neukölln;Reuterstraße;52.48691853554729;13.43778506690266;Entire home/apt;95;2;22;23/04/2018;0.5;1;241
3690;5647122;Charming Flat near Mauerpark;29083816;Giorgio;Pankow;Prenzlauer Berg Südwest;52.53997432658321;13.416427363665514;Entire home/apt;70;3;0;;;2;0
3691;5648155;Marlene Dietrich's Corner;2108862;Ulrike;Tempelhof - Schöneberg;Schöneberg-Süd;52.480343994088784;13.362014757416238;Entire home/apt;90;2;35;18/03/2018;1.39;1;0
3693;5656926;Sunny Rooftop Apt. in Kreuzkölln;20510377;Nadine;Neukölln;Reuterstraße;52.490700005652585;13.434727841963934;Entire home/apt;79;2;5;16/06/2015;0.11;1;0
3701;5665948;A townhouse living in Berlin Mitte;28626617;Beatrice;Mitte;Brunnenstr. Süd;52.53531729662805;13.392966008311266;Entire home/apt;138;2;10;28/05/2017;0.23;1;0
3706;5669737;Gorgeous flat, centre of Berlin;29394108;Cae;Pankow;Prenzlauer Berg Südwest;52.5401741746724;13.407556265185123;Entire home/apt;80;4;0;;;1;0
3709;5674063;Minimalist Appartment with Balcony;29422041;Stefan;Pankow;Prenzlauer Berg Südwest;52.53677954447512;13.42149264164102;Entire home/apt;79;1;11;02/01/2018;0.25;1;279
3713;5679674;Legal 3-room Art Nouveau apartment 100m² Kreuzberg;25676238;Eike;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.48810077506499;13.376788583622504;Entire home/apt;105;3;89;28/10/2018;2.04;2;336
3716;5682500;Berlin Central Studio Apartment;29461009;Oli;Charlottenburg-Wilm.;Düsseldorfer Straße;52.49843890180519;13.335780652220649;Entire home/apt;73;2;79;06/10/2018;1.86;1;0
3718;5683082;Over the roofs of Berlin;29464547;Franziska;Pankow;Prenzlauer Berg Nord;52.54915140834074;13.427115972781234;Entire home/apt;72;4;3;15/10/2015;0.08;1;0
3725;5706841;Beautiful Berlin Design apartment 4 rooms;29586860;David;Mitte;Alexanderplatz;52.52812816148748;13.392579157973076;Entire home/apt;130;9;8;09/06/2018;0.22;1;0
3727;5710845;Quiet haven in Kreuzberg;9888032;Lucy;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.5017112503222;13.416287642494826;Entire home/apt;70;7;21;22/04/2017;0.48;1;0
3728;5713850;fantastic family flat;351073;Daniel;Treptow - Köpenick;Alt  Treptow;52.49184341872133;13.447478402340996;Entire home/apt;80;3;3;13/08/2018;0.75;1;1
3729;5717063;Berlin Furnished Apartment;29368634;Alessandra;Mitte;Moabit West;52.53201247112035;13.341968008479393;Entire home/apt;69;60;19;15/04/2018;0.44;2;363
3741;5736256;Comfy Studio on Prenzlauer Berg;27952082;Benedikt;Pankow;Prenzlauer Berg Süd;52.53131294126491;13.425391670259936;Entire home/apt;250;21;0;;;1;0
3745;5742547;Bright 2 BR / 83 sqm Apartment;29785703;Sofia;Pankow;Helmholtzplatz;52.54065332403121;13.4203755364361;Entire home/apt;95;2;8;15/09/2015;0.19;1;0
3746;5744587;Minimalist Loft;10810717;Natacha;Neukölln;Schillerpromenade;52.467289711454335;13.427337349909946;Entire home/apt;140;2;75;25/09/2018;1.71;1;221
3747;5747908;Casual & Spacious flat in Mitte;9513237;Stacey;Mitte;Alexanderplatz;52.52486872646567;13.391229321927195;Entire home/apt;170;2;36;16/07/2017;1.04;1;0
3748;5748069;On the roofs of Berlin Kreuzberg;5702535;Inas;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.49859860073396;13.41301626667213;Entire home/apt;129;14;5;01/07/2016;0.11;1;0
3753;5757230;;359011;Christine;Mitte;Alexanderplatz;52.5117277048148;13.418053824621133;Entire home/apt;70;1;0;;;1;0
3754;5757873;5 Minuten bis zum Alexander Platz;29744944;Anicha;Mitte;Alexanderplatz;52.51651168985615;13.420686147625114;Entire home/apt;75;2;5;15/04/2017;0.12;1;0
3763;5768223;!Messe Berlin! 2room flat/separ. entrance/6 people;29512829;Nicole;Charlottenburg-Wilm.;Grunewald;52.48807523752984;13.283441995518396;Entire home/apt;115;2;35;22/10/2018;1.93;1;310
3765;5771908;Bright Appartement in Wedding;29944284;'Tom;Mitte;Brunnenstr. Nord;52.53924715333194;13.3756060751387;Entire home/apt;70;2;5;21/10/2018;0.64;1;0
3769;5779999;Beautiful 2 bedroom top-floor Apt.;29859856;Daniel;Charlottenburg-Wilm.;Volkspark Wilmersdorf;52.49004821698089;13.335897521196854;Entire home/apt;79;7;1;07/06/2015;0.02;1;0
3772;5782269;Berlin Base;13018164;Melanie;Mitte;Moabit West;52.52688159139467;13.33615598290819;Entire home/apt;90;2;57;11/10/2018;1.32;1;357
3773;5784251;2 room apartment in Kreuzberg at Görlitzer Park;10381815;Ariel;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.498299574782486;13.439134945456232;Entire home/apt;70;3;13;28/10/2018;0.3;1;0
3786;5803041;Gartenwohnung im Friedrichshain;30106645;Gero;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.52458137547082;13.449536274957577;Entire home/apt;200;1;0;;;1;0
3789;5813376;Garden flat in Kreuzberg;1300950;Andrea;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.499254532665866;13.433505233763745;Entire home/apt;110;1;16;16/08/2018;0.37;1;66
3790;5816654;Cozy Prenzlauerberg Apartment;26918256;Alexa;Pankow;Helmholtzplatz;52.541024322792296;13.417776565280942;Entire home/apt;89;2;3;28/09/2015;0.07;1;0
3791;5818160;Chalet Treptow - air conditioner -;30193965;Carsten;Treptow - Köpenick;Johannisthal;52.43473794622312;13.51396157963606;Entire home/apt;69;2;89;28/10/2018;2.14;1;0
3793;5818490;Himmel über Berlin;11238876;Friederike;Treptow - Köpenick;Alt  Treptow;52.4934112697829;13.445469148689227;Entire home/apt;100;1;0;;;1;0
3797;5819777;Tolle Stuckwohnung mit Wasserblick;30203050;Monika;Neukölln;Reuterstraße;52.48509770882463;13.444302313685125;Entire home/apt;68;1;0;;;1;0
3809;5844422;nestled among the rooftops;7927956;Liese;Pankow;Helmholtzplatz;52.5417531994422;13.41470050955852;Entire home/apt;80;6;5;24/10/2016;0.18;1;0
3811;5845894;Schwedenhaus am Wald;30352134;Sven;Treptow - Köpenick;Rahnsdorf/Hessenwinkel;52.44369966839539;13.713595687874063;Entire home/apt;70;2;37;21/10/2018;0.97;1;301
